Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Segment;Postal Code;Product ID;Sales;Quantity;Discount;Profit
1511;CA-2023-100384;24/06/2023;01/07/2023;Standard Class;NH-18610;Corporate;91767;OFF-AR-10002135;385.6;8;0;111.824
1512;CA-2023-100384;24/06/2023;01/07/2023;Standard Class;NH-18610;Corporate;91767;OFF-AR-10003514;35.82;9;0;11.8206
1513;CA-2023-112809;18/08/2023;22/08/2023;Standard Class;RA-19915;Consumer;75220;OFF-ST-10002276;200.064;3;0.2;12.504
1514;CA-2023-112809;18/08/2023;22/08/2023;Standard Class;RA-19915;Consumer;75220;OFF-BI-10001098;21.38;5;0.8;-33.139
1515;CA-2023-112809;18/08/2023;22/08/2023;Standard Class;RA-19915;Consumer;75220;OFF-BI-10001636;6.744;4;0.8;-11.4648
1516;US-2023-160759;11/12/2023;17/12/2023;Standard Class;AI-10855;Consumer;19120;FUR-CH-10002961;63.686;1;0.3;-9.098
1517;CA-2023-148446;10/12/2023;14/12/2023;Second Class;MC-17845;Consumer;89031;FUR-TA-10004256;1669.6;4;0;116.872
1518;CA-2020-111059;03/02/2020;06/02/2020;Second Class;TB-21400;Consumer;98105;OFF-BI-10004593;83.84;2;0.2;27.248
1519;CA-2020-111059;03/02/2020;06/02/2020;Second Class;TB-21400;Consumer;98105;OFF-BI-10002827;13.272;3;0.2;4.3134
1520;CA-2023-116204;11/02/2023;14/02/2023;Second Class;VW-21775;Corporate;94110;OFF-BI-10001759;21.336;7;0.2;7.7343
1521;CA-2023-109946;16/04/2023;21/04/2023;Standard Class;PL-18925;Home Office;60610;OFF-AR-10001419;16.52;5;0.2;2.065
1522;CA-2021-144806;06/12/2021;11/12/2021;Standard Class;GH-14425;Consumer;85705;FUR-FU-10002253;206.112;6;0.2;48.9516
1523;CA-2021-144806;06/12/2021;11/12/2021;Standard Class;GH-14425;Consumer;85705;OFF-PA-10002586;19.92;5;0.2;6.723
1524;CA-2021-144806;06/12/2021;11/12/2021;Standard Class;GH-14425;Consumer;85705;OFF-PA-10003039;198.272;8;0.2;61.96
1525;CA-2021-144806;06/12/2021;11/12/2021;Standard Class;GH-14425;Consumer;85705;OFF-ST-10004804;247.104;6;0.2;-58.6872
1526;CA-2021-144806;06/12/2021;11/12/2021;Standard Class;GH-14425;Consumer;85705;OFF-AR-10004042;86.304;6;0.2;9.7092
1527;CA-2022-122392;22/07/2022;27/07/2022;Standard Class;CJ-12010;Consumer;18103;OFF-AR-10002221;4.16;2;0.2;0.364
1528;CA-2022-122392;22/07/2022;27/07/2022;Standard Class;CJ-12010;Consumer;18103;FUR-FU-10002456;11.648;2;0.2;3.3488
1529;CA-2021-148432;07/11/2021;10/11/2021;Second Class;MC-18130;Corporate;19711;OFF-FA-10004968;26.18;7;0;0.5236
1530;CA-2021-148432;07/11/2021;10/11/2021;Second Class;MC-18130;Corporate;19711;OFF-PA-10001274;7.3;2;0;3.431
1531;CA-2021-103793;26/03/2021;31/03/2021;Standard Class;BV-11245;Corporate;33142;OFF-PA-10001125;74.352;3;0.2;23.235
1532;CA-2023-159884;31/08/2023;05/09/2023;Standard Class;JF-15490;Consumer;85281;OFF-ST-10000344;10.744;1;0.2;0.8058
1533;CA-2023-159884;31/08/2023;05/09/2023;Standard Class;JF-15490;Consumer;85281;OFF-FA-10000585;8.376;3;0.2;2.7222
1534;CA-2022-139885;04/12/2022;08/12/2022;Standard Class;EB-13840;Corporate;10035;OFF-ST-10003324;212.88;6;0;0
1535;CA-2023-124086;10/02/2023;14/02/2023;Standard Class;MP-18175;Home Office;92677;FUR-BO-10004015;203.983;2;0.15;16.7986
1536;CA-2022-112389;29/10/2022;02/11/2022;Standard Class;JM-15655;Corporate;8302;OFF-ST-10000419;40.74;3;0;0.4074
1537;CA-2022-112389;29/10/2022;02/11/2022;Standard Class;JM-15655;Corporate;8302;OFF-AP-10001626;11.67;3;0;3.0342
1538;CA-2023-121888;15/09/2023;17/09/2023;Second Class;CL-11890;Consumer;2149;TEC-PH-10000439;39.99;1;0;11.5971
1539;CA-2023-121888;15/09/2023;17/09/2023;Second Class;CL-11890;Consumer;2149;OFF-AR-10003478;16.28;2;0;6.512
1540;CA-2023-121888;15/09/2023;17/09/2023;Second Class;CL-11890;Consumer;2149;FUR-BO-10002545;782.94;3;0;203.5644
1541;CA-2023-121888;15/09/2023;17/09/2023;Second Class;CL-11890;Consumer;2149;OFF-BI-10001765;242.48;7;0;116.3904
1542;CA-2020-166884;11/03/2020;16/03/2020;Second Class;CK-12205;Consumer;43229;FUR-FU-10003981;8.32;5;0.2;2.288
1543;CA-2020-166884;11/03/2020;16/03/2020;Second Class;CK-12205;Consumer;43229;OFF-FA-10001561;10.464;6;0.2;1.7004
1544;CA-2020-107181;04/02/2020;08/02/2020;Standard Class;DB-13270;Home Office;92024;OFF-BI-10004230;82.896;3;0.2;29.0136
1545;CA-2020-107181;04/02/2020;08/02/2020;Standard Class;DB-13270;Home Office;92024;OFF-PA-10000350;34.24;4;0;16.0928
1546;CA-2020-150245;31/12/2020;04/01/2021;Second Class;PC-18745;Corporate;13601;FUR-BO-10002613;1573.488;7;0.2;196.686
1547;CA-2021-111395;23/11/2021;27/11/2021;Standard Class;VB-21745;Corporate;78207;OFF-PA-10000994;335.52;4;0.2;117.432
1548;CA-2021-111395;23/11/2021;27/11/2021;Standard Class;VB-21745;Corporate;78207;OFF-BI-10002867;23.912;2;0.8;-40.6504
1549;CA-2021-111395;23/11/2021;27/11/2021;Standard Class;VB-21745;Corporate;78207;OFF-ST-10001291;27.056;2;0.2;2.3674
1550;CA-2020-134278;06/07/2020;08/07/2020;First Class;EP-13915;Consumer;10011;TEC-CO-10001046;559.992;1;0.2;174.9975
1551;US-2023-124926;13/11/2023;18/11/2023;Second Class;ME-17320;Home Office;77095;OFF-AP-10004868;9.324;6;0.8;-24.7086
1552;CA-2022-159345;17/06/2022;22/06/2022;Standard Class;IG-15085;Consumer;92024;OFF-PA-10000806;111.96;2;0;54.8604
1553;CA-2020-130274;03/05/2020;05/05/2020;First Class;JS-15940;Home Office;54915;OFF-LA-10002195;21.56;7;0;10.3488
1554;CA-2023-158386;16/10/2023;21/10/2023;Standard Class;BO-11425;Consumer;40475;OFF-BI-10003719;124.75;5;0;57.385
1555;CA-2021-111507;06/02/2021;13/02/2021;Standard Class;VW-21775;Corporate;98006;OFF-AR-10001315;5.28;3;0;1.5312
1556;CA-2023-120761;04/09/2023;08/09/2023;Standard Class;AB-10150;Consumer;11561;TEC-AC-10000171;91.96;4;0;39.5428
1557;CA-2022-109176;09/05/2022;15/05/2022;Standard Class;JW-16075;Consumer;19140;OFF-EN-10003134;9.344;1;0.2;3.504
1558;CA-2022-109176;09/05/2022;15/05/2022;Standard Class;JW-16075;Consumer;19140;OFF-AR-10001955;79.36;5;0.2;9.92
1559;CA-2021-112116;16/03/2021;18/03/2021;Second Class;JE-15475;Consumer;98103;FUR-TA-10001039;171.96;2;0;44.7096
1560;CA-2022-126809;09/04/2022;13/04/2022;Standard Class;EB-13750;Corporate;98103;OFF-BI-10003712;35.352;9;0.2;12.8151
1561;CA-2020-105172;04/04/2020;09/04/2020;Standard Class;PK-18910;Home Office;94109;OFF-LA-10001641;18.9;6;0;9.072
1562;CA-2023-107293;05/09/2023;06/09/2023;First Class;CS-12400;Home Office;98115;OFF-AR-10003732;2.78;1;0;0.7228
1563;US-2023-102890;30/06/2023;30/06/2023;Same Day;SG-20470;Consumer;10011;FUR-TA-10000577;1044.63;5;0.4;-295.9785
1564;CA-2021-158554;09/11/2021;09/11/2021;Same Day;CM-12190;Consumer;19134;OFF-PA-10004000;11.352;3;0.2;4.1151
1565;CA-2020-116239;04/03/2020;04/03/2020;Same Day;CL-12565;Consumer;29203;OFF-ST-10001370;354.9;5;0;17.745
1566;CA-2021-132101;19/03/2021;25/03/2021;Standard Class;JO-15550;Home Office;98105;TEC-PH-10004539;453.576;3;0.2;39.6879
1567;CA-2021-129112;29/11/2021;30/11/2021;First Class;AW-10840;Consumer;75002;TEC-AC-10003038;21.48;3;0.2;-0.2685
1568;CA-2021-129112;29/11/2021;30/11/2021;First Class;AW-10840;Consumer;75002;OFF-BI-10000088;8.784;4;0.8;-13.6152
1569;US-2023-152002;11/06/2023;11/06/2023;Same Day;DV-13465;Consumer;90004;OFF-PA-10000357;122.97;3;0;60.2553
1570;CA-2023-165029;26/11/2023;30/11/2023;Standard Class;AH-10075;Corporate;30318;OFF-AR-10003504;12.84;3;0;3.7236
1571;US-2020-157385;23/11/2020;25/11/2020;First Class;SC-20095;Consumer;90004;FUR-CH-10000863;603.92;5;0.2;-67.941
1572;US-2020-157385;23/11/2020;25/11/2020;First Class;SC-20095;Consumer;90004;OFF-EN-10003160;21.84;3;0;10.4832
1573;US-2020-157385;23/11/2020;25/11/2020;First Class;SC-20095;Consumer;90004;TEC-AC-10003280;29.99;1;0;6.2979
1574;US-2020-157385;23/11/2020;25/11/2020;First Class;SC-20095;Consumer;90004;FUR-CH-10000595;381.44;2;0.2;23.84
1575;CA-2020-101602;15/12/2020;18/12/2020;First Class;MC-18100;Consumer;79907;TEC-PH-10000169;40.68;3;0.2;-9.153
1576;CA-2020-101602;15/12/2020;18/12/2020;First Class;MC-18100;Consumer;79907;FUR-CH-10004675;763.28;5;0.3;-21.808
1577;CA-2022-109057;22/04/2022;27/04/2022;Standard Class;TT-21460;Home Office;60505;OFF-ST-10002406;23.952;2;0.2;2.3952
1578;CA-2022-154403;23/05/2022;27/05/2022;Standard Class;AP-10720;Home Office;35630;OFF-PA-10001526;4.98;1;0;2.4402
1579;CA-2022-102456;27/02/2022;01/03/2022;First Class;DL-12865;Consumer;10011;OFF-AP-10004336;170.88;3;0;49.5552
1580;CA-2021-131338;09/08/2021;12/08/2021;First Class;NP-18325;Consumer;10024;TEC-PH-10003012;307.98;2;0;89.3142
1581;CA-2021-131338;09/08/2021;12/08/2021;First Class;NP-18325;Consumer;10024;FUR-TA-10002607;382.806;9;0.4;-153.1224
1582;CA-2021-131338;09/08/2021;12/08/2021;First Class;NP-18325;Consumer;10024;OFF-ST-10000642;41.96;2;0;2.9372
1583;CA-2021-131338;09/08/2021;12/08/2021;First Class;NP-18325;Consumer;10024;OFF-BI-10000545;1217.568;2;0.2;456.588
1584;CA-2021-131338;09/08/2021;12/08/2021;First Class;NP-18325;Consumer;10024;FUR-FU-10002157;47.04;3;0;18.3456
1585;CA-2021-131338;09/08/2021;12/08/2021;First Class;NP-18325;Consumer;10024;FUR-FU-10001706;6.16;2;0;2.9568
1586;CA-2021-131338;09/08/2021;12/08/2021;First Class;NP-18325;Consumer;10024;TEC-PH-10000984;979.95;5;0;274.386
1587;CA-2021-131338;09/08/2021;12/08/2021;First Class;NP-18325;Consumer;10024;OFF-PA-10001357;143.7;3;0;68.976
1588;CA-2021-131338;09/08/2021;12/08/2021;First Class;NP-18325;Consumer;10024;OFF-FA-10000992;10.65;3;0;5.0055
1589;CA-2021-131338;09/08/2021;12/08/2021;First Class;NP-18325;Consumer;10024;TEC-AC-10002600;247.8;4;0;34.692
1590;CA-2022-109911;12/05/2022;16/05/2022;Standard Class;VG-21805;Corporate;23464;OFF-AR-10001662;10.96;4;0;2.9592
1591;US-2022-132423;15/04/2022;19/04/2022;Standard Class;MY-18295;Corporate;76051;OFF-AR-10001221;33.488;7;0.2;5.8604
1592;US-2022-132423;15/04/2022;19/04/2022;Standard Class;MY-18295;Corporate;76051;OFF-FA-10002988;8.04;5;0.2;2.9145
1593;CA-2021-122826;23/06/2021;25/06/2021;Second Class;RD-19480;Consumer;98502;TEC-PH-10004830;201.568;4;0.2;22.6764
1594;CA-2020-117317;19/10/2020;19/10/2020;Same Day;JF-15490;Consumer;90032;OFF-PA-10004519;13.44;3;0;6.5856
1595;CA-2021-118423;24/03/2021;27/03/2021;First Class;DP-13390;Home Office;61604;FUR-BO-10000362;359.058;3;0.3;-35.9058
1596;CA-2023-149181;08/05/2023;12/05/2023;Standard Class;MD-17350;Consumer;43229;FUR-CH-10004540;47.992;2;0.3;-2.0568
1597;CA-2023-132234;16/10/2023;18/10/2023;First Class;MY-17380;Corporate;10011;FUR-FU-10001290;547.3;13;0;175.136
1598;CA-2023-158876;19/11/2023;21/11/2023;Second Class;AB-10150;Consumer;75007;OFF-PA-10000308;16.896;4;0.2;5.28
1599;CA-2023-158876;19/11/2023;21/11/2023;Second Class;AB-10150;Consumer;75007;OFF-SU-10001165;6.672;1;0.2;0.5004
1600;CA-2023-158876;19/11/2023;21/11/2023;Second Class;AB-10150;Consumer;75007;OFF-AR-10003373;99.136;4;0.2;8.6744
1601;CA-2023-158876;19/11/2023;21/11/2023;Second Class;AB-10150;Consumer;75007;FUR-FU-10001967;15.992;2;0.6;-13.993
1602;CA-2022-164672;08/05/2022;13/05/2022;Second Class;GB-14530;Corporate;19901;FUR-FU-10001488;211.96;2;0;42.392
1603;US-2022-132857;11/12/2022;17/12/2022;Standard Class;CA-12775;Consumer;37167;OFF-AR-10003251;6.672;3;0.2;1.668
1604;CA-2023-116645;30/11/2023;04/12/2023;Standard Class;ME-17725;Consumer;19711;OFF-AR-10001044;155.94;6;0;45.2226
1605;US-2022-115819;19/04/2022;24/04/2022;Second Class;JO-15280;Consumer;90049;TEC-PH-10004700;39.96;5;0.2;12.987
1606;US-2022-115819;19/04/2022;24/04/2022;Second Class;JO-15280;Consumer;90049;OFF-AR-10000823;5.46;3;0;1.5288
1607;US-2022-115819;19/04/2022;24/04/2022;Second Class;JO-15280;Consumer;90049;OFF-AR-10004456;73.2;5;0;21.228
1608;US-2022-115819;19/04/2022;24/04/2022;Second Class;JO-15280;Consumer;90049;OFF-BI-10000050;5.84;1;0.2;1.971
1609;US-2022-115819;19/04/2022;24/04/2022;Second Class;JO-15280;Consumer;90049;OFF-PA-10002377;22.72;4;0;10.224
1610;US-2022-115819;19/04/2022;24/04/2022;Second Class;JO-15280;Consumer;90049;OFF-BI-10000591;9.336;3;0.2;3.2676
1611;CA-2020-156349;26/05/2020;30/05/2020;Standard Class;ML-17395;Corporate;90008;FUR-BO-10000362;290.666;2;0.15;27.3568
1612;CA-2020-156349;26/05/2020;30/05/2020;Standard Class;ML-17395;Corporate;90008;TEC-PH-10000441;201.584;2;0.2;20.1584
1613;CA-2020-156349;26/05/2020;30/05/2020;Standard Class;ML-17395;Corporate;90008;TEC-PH-10002726;83.984;2;0.2;31.494
1614;CA-2023-138380;21/12/2023;25/12/2023;Standard Class;YS-21880;Corporate;94601;OFF-ST-10003306;1000.02;7;0;290.0058
1615;US-2022-113509;15/03/2022;19/03/2022;Standard Class;PL-18925;Home Office;19143;TEC-AC-10004855;83.976;3;0.2;-13.6461
1616;CA-2021-130022;10/08/2021;16/08/2021;Standard Class;JK-16120;Home Office;55122;OFF-LA-10002787;3.75;1;0;1.8
1617;CA-2021-130022;10/08/2021;16/08/2021;Standard Class;JK-16120;Home Office;55122;OFF-LA-10002043;41.4;4;0;19.872
1618;CA-2021-130022;10/08/2021;16/08/2021;Standard Class;JK-16120;Home Office;55122;OFF-AR-10001915;29.79;3;0;12.5118
1619;US-2022-118780;10/09/2022;14/09/2022;Second Class;PN-18775;Home Office;10011;OFF-ST-10000352;59.48;2;0;8.922
1620;US-2022-118780;10/09/2022;14/09/2022;Second Class;PN-18775;Home Office;10011;OFF-PA-10000575;6.69;1;0;3.0774
1621;CA-2023-108560;08/07/2023;15/07/2023;Standard Class;JC-15385;Consumer;98031;FUR-FU-10002937;198.46;2;0;99.23
1622;CA-2023-108560;08/07/2023;15/07/2023;Standard Class;JC-15385;Consumer;98031;OFF-LA-10003930;786.48;8;0;385.3752
1623;CA-2023-108560;08/07/2023;15/07/2023;Standard Class;JC-15385;Consumer;98031;OFF-BI-10001107;23.168;2;0.2;7.8192
1624;CA-2023-108560;08/07/2023;15/07/2023;Standard Class;JC-15385;Consumer;98031;TEC-AC-10003063;50;2;0;10.5
1625;CA-2021-157084;19/12/2021;24/12/2021;Standard Class;JG-15160;Consumer;90049;TEC-PH-10002922;675.96;5;0.2;84.495
1626;CA-2021-157084;19/12/2021;24/12/2021;Standard Class;JG-15160;Consumer;90049;TEC-AC-10002049;1265.85;3;0;556.974
1627;CA-2021-164539;16/11/2021;22/11/2021;Standard Class;PO-19180;Home Office;10011;OFF-AP-10002457;523.25;5;0;141.2775
1628;CA-2021-143119;24/09/2021;30/09/2021;Standard Class;MC-17275;Consumer;70506;FUR-CH-10001270;517.5;6;0;155.25
1629;CA-2023-101049;21/06/2023;25/06/2023;Second Class;AS-10240;Consumer;44105;FUR-FU-10004415;17.92;5;0.2;2.464
1630;CA-2023-101049;21/06/2023;25/06/2023;Second Class;AS-10240;Consumer;44105;OFF-BI-10001510;41.256;6;0.7;-34.38
1631;CA-2022-106530;08/05/2022;08/05/2022;Same Day;CL-12565;Consumer;44105;OFF-ST-10002011;1006.056;3;0.2;88.0299
1632;CA-2022-106530;08/05/2022;08/05/2022;Same Day;CL-12565;Consumer;44105;OFF-PA-10002986;10.688;2;0.2;3.7408
1633;CA-2022-106530;08/05/2022;08/05/2022;Same Day;CL-12565;Consumer;44105;OFF-PA-10004451;10.368;2;0.2;3.6288
1634;CA-2022-106530;08/05/2022;08/05/2022;Same Day;CL-12565;Consumer;44105;OFF-ST-10000649;25.12;2;0.2;1.57
1635;CA-2022-106530;08/05/2022;08/05/2022;Same Day;CL-12565;Consumer;44105;TEC-AC-10001465;58.112;2;0.2;7.264
1636;CA-2020-168984;26/11/2020;02/12/2020;Standard Class;NW-18400;Consumer;97224;OFF-PA-10001166;15.552;3;0.2;5.4432
1637;CA-2020-168984;26/11/2020;02/12/2020;Standard Class;NW-18400;Consumer;97224;OFF-ST-10001097;669.08;5;0.2;-167.27
1638;CA-2020-168984;26/11/2020;02/12/2020;Standard Class;NW-18400;Consumer;97224;TEC-PH-10000038;438.336;4;0.2;-87.6672
1639;CA-2022-157266;26/05/2022;01/06/2022;Standard Class;TB-21280;Consumer;20016;OFF-PA-10002689;19.44;3;0;9.3312
1640;CA-2022-157266;26/05/2022;01/06/2022;Standard Class;TB-21280;Consumer;20016;OFF-BI-10004728;9.64;2;0;4.4344
1641;CA-2022-157266;26/05/2022;01/06/2022;Standard Class;TB-21280;Consumer;20016;OFF-PA-10004675;12.7;2;0;5.842
1642;CA-2022-157266;26/05/2022;01/06/2022;Standard Class;TB-21280;Consumer;20016;FUR-FU-10000629;41.37;3;0;17.3754
1643;US-2020-134712;29/11/2020;04/12/2020;Standard Class;BS-11380;Corporate;60076;OFF-FA-10003112;12.624;2;0.2;3.945
1644;CA-2021-111829;19/03/2021;20/03/2021;First Class;FH-14365;Corporate;98115;OFF-ST-10000142;1247.64;3;0;349.3392
1645;CA-2021-111829;19/03/2021;20/03/2021;First Class;FH-14365;Corporate;98115;TEC-CO-10001766;3149.93;7;0;1480.4671
1646;CA-2021-111829;19/03/2021;20/03/2021;First Class;FH-14365;Corporate;98115;OFF-PA-10004359;209.7;2;0;100.656
1647;CA-2021-105221;01/11/2021;03/11/2021;First Class;VM-21685;Home Office;19140;TEC-AC-10002323;35.36;2;0.2;-3.094
1648;CA-2021-105221;01/11/2021;03/11/2021;First Class;VM-21685;Home Office;19140;OFF-FA-10001135;3.168;2;0.2;-0.7128
1649;CA-2021-120341;26/09/2021;29/09/2021;Second Class;SF-20200;Consumer;19143;OFF-BI-10004224;121.104;6;0.7;-100.92
1650;CA-2021-120341;26/09/2021;29/09/2021;Second Class;SF-20200;Consumer;19143;TEC-PH-10003357;45.894;1;0.4;-9.1788
1651;CA-2020-135699;29/08/2020;29/08/2020;Same Day;HH-15010;Corporate;94110;OFF-PA-10004475;109.92;2;0;53.8608
1652;CA-2020-135699;29/08/2020;29/08/2020;Same Day;HH-15010;Corporate;94110;OFF-PA-10003001;13.36;2;0;6.4128
1653;US-2023-132444;18/11/2023;21/11/2023;First Class;CD-12280;Consumer;98105;OFF-ST-10003442;169.68;6;0;45.8136
1654;US-2023-132444;18/11/2023;21/11/2023;First Class;CD-12280;Consumer;98105;TEC-AC-10003832;132.52;4;0;54.3332
1655;US-2023-132444;18/11/2023;21/11/2023;First Class;CD-12280;Consumer;98105;OFF-FA-10000611;2.96;2;0;1.4208
1656;US-2023-132444;18/11/2023;21/11/2023;First Class;CD-12280;Consumer;98105;OFF-BI-10001116;8.448;2;0.2;2.9568
1657;US-2023-132444;18/11/2023;21/11/2023;First Class;CD-12280;Consumer;98105;OFF-ST-10000563;95.94;3;0;9.594
1658;CA-2020-127159;12/05/2020;15/05/2020;First Class;HL-15040;Consumer;53209;FUR-FU-10000010;34.79;7;0;10.7849
1659;CA-2023-161809;20/01/2023;26/01/2023;Standard Class;TH-21100;Consumer;90045;TEC-PH-10004922;160.776;3;0.2;10.0485
1660;CA-2023-127285;30/10/2023;06/11/2023;Standard Class;MM-18055;Consumer;98115;OFF-BI-10004330;88.752;3;0.2;27.735
1661;CA-2023-127285;30/10/2023;06/11/2023;Standard Class;MM-18055;Consumer;98115;OFF-BI-10002072;13.904;2;0.2;5.214
1662;CA-2023-144526;30/04/2023;06/05/2023;Standard Class;QJ-19255;Corporate;19143;TEC-PH-10002549;677.58;5;0.4;-158.102
1663;CA-2023-144526;30/04/2023;06/05/2023;Standard Class;QJ-19255;Corporate;19143;OFF-BI-10002353;13.896;3;0.7;-9.264
1664;CA-2022-128531;24/11/2022;26/11/2022;Second Class;NS-18505;Consumer;75217;OFF-ST-10001325;41.92;5;0.2;3.668
1665;CA-2022-128531;24/11/2022;26/11/2022;Second Class;NS-18505;Consumer;75217;TEC-AC-10002049;297.576;3;0.2;-7.4394
1666;CA-2022-128531;24/11/2022;26/11/2022;Second Class;NS-18505;Consumer;75217;OFF-FA-10002676;4.344;3;0.2;0.8688
1667;CA-2022-128531;24/11/2022;26/11/2022;Second Class;NS-18505;Consumer;75217;TEC-AC-10003023;94.992;2;0.2;-2.3748
1668;CA-2022-128531;24/11/2022;26/11/2022;Second Class;NS-18505;Consumer;75217;OFF-PA-10000167;74.352;3;0.2;23.235
1669;CA-2022-128531;24/11/2022;26/11/2022;Second Class;NS-18505;Consumer;75217;OFF-AR-10003405;14.04;3;0.2;1.5795
1670;US-2021-157154;10/01/2021;15/01/2021;Standard Class;MM-17920;Consumer;10011;FUR-TA-10001889;1018.104;4;0.4;-373.3048
1671;CA-2023-159457;19/10/2023;26/10/2023;Standard Class;RD-19480;Consumer;77095;TEC-PH-10002185;16.68;3;0.2;5.2125
1672;CA-2022-107615;22/03/2022;25/03/2022;First Class;RB-19645;Corporate;89031;TEC-AC-10001013;58.58;2;0;19.3314
1673;CA-2023-111647;03/07/2023;07/07/2023;Standard Class;RD-19585;Consumer;75023;TEC-PH-10002726;167.968;4;0.2;62.988
1674;CA-2021-150560;11/12/2021;12/12/2021;First Class;SW-20455;Consumer;23434;OFF-LA-10003930;196.62;2;0;96.3438
1675;CA-2021-143077;17/09/2021;21/09/2021;Standard Class;SF-20965;Corporate;77041;FUR-FU-10003535;21.936;2;0.6;-10.4196
1676;CA-2021-143077;17/09/2021;21/09/2021;Standard Class;SF-20965;Corporate;77041;OFF-BI-10000088;6.588;3;0.8;-10.2114
1677;CA-2022-122728;18/05/2022;24/05/2022;Standard Class;EB-13930;Consumer;94110;OFF-ST-10000604;104.28;3;0;26.07
1678;CA-2022-122728;18/05/2022;24/05/2022;Standard Class;EB-13930;Consumer;94110;OFF-PA-10004040;17.94;3;0;8.7906
1679;CA-2020-122882;07/09/2020;13/09/2020;Standard Class;SB-20290;Corporate;19134;OFF-ST-10002344;64.784;1;0.2;-14.5764
1680;CA-2020-122882;07/09/2020;13/09/2020;Standard Class;SB-20290;Corporate;19134;TEC-PH-10003589;32.382;3;0.4;4.3176
1681;CA-2020-122882;07/09/2020;13/09/2020;Standard Class;SB-20290;Corporate;19134;FUR-FU-10000758;42.368;2;0.2;8.4736
1682;CA-2020-122882;07/09/2020;13/09/2020;Standard Class;SB-20290;Corporate;19134;TEC-MA-10004679;399.54;4;0.7;-559.356
1683;US-2022-101497;29/09/2022;01/10/2022;Second Class;PS-18760;Consumer;90008;OFF-PA-10000176;18.97;1;0;9.1056
1684;CA-2022-147585;07/11/2022;12/11/2022;Standard Class;CB-12535;Corporate;94110;FUR-FU-10002597;14.82;3;0;6.2244
1685;CA-2023-149489;24/04/2023;27/04/2023;First Class;DK-12835;Corporate;19143;OFF-AP-10002495;99.28;2;0.2;12.41
1686;CA-2023-149489;24/04/2023;27/04/2023;First Class;DK-12835;Corporate;19143;OFF-BI-10002813;1.188;2;0.7;-0.99
1687;CA-2023-149489;24/04/2023;27/04/2023;First Class;DK-12835;Corporate;19143;OFF-BI-10002414;7.518;2;0.7;-5.7638
1688;CA-2023-143798;10/12/2023;12/12/2023;First Class;AW-10840;Consumer;19140;OFF-PA-10000788;10.368;2;0.2;3.6288
1689;CA-2023-143798;10/12/2023;12/12/2023;First Class;AW-10840;Consumer;19140;FUR-FU-10004306;310.88;2;0.2;23.316
1690;CA-2020-142839;16/08/2020;20/08/2020;Standard Class;TS-21610;Consumer;19143;FUR-TA-10001539;853.092;6;0.4;-227.4912
1691;CA-2023-129833;09/12/2023;15/12/2023;Standard Class;HF-14995;Consumer;46203;OFF-PA-10000575;33.45;5;0;15.387
1692;CA-2023-129833;09/12/2023;15/12/2023;Standard Class;HF-14995;Consumer;46203;OFF-BI-10004182;10.4;5;0;5.096
1693;US-2022-154361;14/03/2022;19/03/2022;Standard Class;HZ-14950;Consumer;43229;FUR-FU-10004020;21.88;5;0.2;6.2905
1694;US-2022-158708;26/06/2022;29/06/2022;Second Class;AB-10255;Home Office;75023;TEC-AC-10003133;13.616;2;0.2;3.5742
1695;CA-2021-156335;25/09/2021;28/09/2021;Second Class;PO-19195;Home Office;7002;TEC-AC-10002006;63.96;4;0;19.8276
1696;CA-2021-156335;25/09/2021;28/09/2021;Second Class;PO-19195;Home Office;7002;OFF-BI-10003314;14.46;3;0;7.0854
1697;CA-2021-156335;25/09/2021;28/09/2021;Second Class;PO-19195;Home Office;7002;TEC-PH-10002726;104.98;2;0;52.49
1698;CA-2021-148376;27/12/2021;31/12/2021;Standard Class;AG-10900;Consumer;90008;OFF-AP-10000240;106.96;2;0;31.0184
1699;CA-2021-148376;27/12/2021;31/12/2021;Standard Class;AG-10900;Consumer;90008;OFF-LA-10002381;21.56;7;0;10.3488
1700;CA-2020-135657;03/06/2020;07/06/2020;Second Class;SC-20725;Consumer;98115;FUR-TA-10004086;515.88;6;0;113.4936
1701;CA-2021-114069;13/07/2021;15/07/2021;Second Class;ND-18370;Consumer;10035;OFF-BI-10000320;11.808;2;0.2;4.2804
1702;CA-2021-114069;13/07/2021;15/07/2021;Second Class;ND-18370;Consumer;10035;FUR-CH-10000595;1931.04;9;0.1;321.84
1703;CA-2021-114069;13/07/2021;15/07/2021;Second Class;ND-18370;Consumer;10035;OFF-PA-10000349;9.96;2;0;4.6812
1704;CA-2020-139857;02/02/2020;06/02/2020;Standard Class;CD-12790;Home Office;92037;OFF-FA-10001843;12.35;5;0;5.8045
1705;CA-2022-106306;08/03/2022;08/03/2022;Same Day;PG-18820;Consumer;85301;OFF-BI-10003676;9.702;3;0.7;-7.1148
1706;CA-2021-100545;22/11/2021;26/11/2021;Standard Class;IM-15070;Consumer;19120;OFF-BI-10003638;11.61;2;0.7;-9.288
1707;CA-2023-123491;30/10/2023;05/11/2023;Standard Class;JK-15205;Consumer;94122;OFF-LA-10003077;43.86;6;0;20.6142
1708;CA-2023-123491;30/10/2023;05/11/2023;Standard Class;JK-15205;Consumer;94122;TEC-PH-10003505;148.48;2;0.2;16.704
